date,max_temp,min_temp,avg_temp,precipitation,snowfall,snowdepth
1973-01-30,25.0,6.0,15.5,0.0025,0.0025,0.025
1973-01-31,39.0,18.0,28.5,0.0,0.0,0.025
1973-02-01,43.0,30.0,36.5,0.0,0.0,0.025
1973-02-02,54.0,31.0,42.5,0.42,0.0,0.0
1974-01-01,35.0,18.0,26.5,0.06,0.0025,0.0
1974-01-02,28.0,12.0,20.0,0.04,0.0025,0.025
1974-01-03,34.0,19.0,26.5,0.0025,0.0025,0.025
1974-01-04,32.0,13.0,22.5,0.39,2.0,2.0
1974-01-05,34.0,5.0,19.5,0.0025,0.0025,2.0
1974-01-06,30.0,21.0,25.5,0.0,0.0,2.0
1974-01-07,30.0,23.0,26.5,0.01,0.0025,2.0
1974-01-08,25.0,3.0,14.0,0.0025,0.0025,2.0
1974-01-09,39.0,19.0,29.0,0.41,4.0,5.0
1974-01-10,37.0,26.0,31.5,0.44,0.6,2.0
1974-01-11,40.0,27.0,33.5,0.83,0.0,1.0
1974-01-12,27.0,12.0,19.5,0.1,1.0,2.0
1974-01-13,24.0,1.0,12.5,0.04,0.4,2.0
1974-01-14,40.0,7.0,23.5,0.0,0.0,2.0
1974-01-15,50.0,34.0,42.0,0.0025,0.0,0.025
1974-01-16,54.0,28.0,41.0,0.0,0.0,0.025
1974-01-17,46.0,29.0,37.5,0.0,0.0,0.025
1974-01-18,45.0,29.0,37.0,0.0,0.0,0.0
1974-01-19,51.0,37.0,44.0,0.77,0.0,0.0
1974-01-20,52.0,32.0,42.0,0.02,0.0,0.0
1974-01-21,54.0,40.0,47.0,0.19,0.0,0.0
1974-01-22,47.0,35.0,41.0,0.18,0.0,0.0
1974-01-23,52.0,34.0,43.0,0.0,0.0,0.0
1974-01-24,38.0,27.0,32.5,0.18,0.0,0.0
1974-01-25,48.0,20.0,34.0,0.0,0.0,0.0
1974-01-26,51.0,21.0,36.0,0.0,0.0,0.0
1974-01-27,63.0,45.0,54.0,0.07,0.0,0.0
1974-01-28,54.0,27.0,40.5,0.0,0.0,0.0
1974-01-29,54.0,34.0,44.0,0.3,0.0,0.0
1974-01-30,53.0,29.0,41.0,0.0025,0.0,0.0
1974-01-31,58.0,24.0,41.0,0.0,0.0,0.0
1974-02-01,40.0,19.0,29.5,0.0,0.0,0.0
1974-02-02,40.0,29.0,34.5,0.0,0.0,0.0
1975-01-01,44.0,21.0,32.5,0.52,0.0025,0.0
1975-01-02,35.0,25.0,30.0,0.1,0.5,0.025
1975-01-03,37.0,21.0,29.0,0.0,0.0,0.025
1975-01-04,38.0,30.0,34.0,0.16,1.9,0.025
1975-01-05,39.0,19.0,29.0,0.05,0.5,0.025
1975-01-06,40.0,22.0,31.0,0.0,0.0,0.025
1975-01-07,46.0,31.0,38.5,0.0025,0.0025,0.025
1975-01-08,56.0,26.0,41.0,0.0,0.0,0.025
1975-01-09,47.0,37.0,42.0,0.38,0.0,0.0
1975-01-10,49.0,29.0,39.0,0.0,0.0,0.0
1975-01-11,63.0,34.0,48.5,0.0,0.0,0.0
1975-01-12,48.0,27.0,37.5,0.0,0.0,0.0
1975-01-13,33.0,13.0,23.0,0.46,4.0,3.0
1975-01-14,18.0,8.0,13.0,0.0025,0.0025,2.0
1975-01-15,26.0,-2.0,12.0,0.03,0.3,2.0
1975-01-16,30.0,16.0,23.0,0.02,0.2,2.0
1975-01-17,29.0,8.0,18.5,0.06,1.2,3.0
1975-01-18,40.0,12.0,26.0,0.0,0.0,2.0
1975-01-19,42.0,33.0,37.5,0.36,3.0,2.0
1975-01-20,33.0,9.0,21.0,0.33,3.0,2.0
1975-01-21,36.0,0.0,18.0,0.0,0.0,2.0
1975-01-22,32.0,11.0,21.5,0.0,0.0,2.0
1975-01-23,37.0,24.0,30.5,0.0025,0.0025,2.0
1975-01-24,47.0,14.0,30.5,0.0,0.0,2.0
1975-01-25,52.0,31.0,41.5,0.1,0.0,1.0
1975-01-26,39.0,28.0,33.5,0.28,0.2,1.0
1975-01-27,34.0,25.0,29.5,0.0025,0.0025,1.0
1975-01-28,42.0,30.0,36.0,0.01,0.2,0.025
1975-01-29,64.0,35.0,49.5,1.58,0.0,0.025
1975-01-30,45.0,30.0,37.5,0.39,0.0025,0.025
1975-01-31,35.0,29.0,32.0,0.12,1.0,1.0
1975-02-01,35.0,25.0,30.0,0.05,0.4,0.025
1975-02-02,37.0,25.0,31.0,0.03,0.3,0.025
1976-01-01,38.0,25.0,31.5,0.45,0.5,0.025
1976-01-02,41.0,25.0,33.0,0.0,0.0,0.025
1976-01-03,43.0,27.0,35.0,0.31,0.0,0.025
1976-01-04,28.0,13.0,20.5,0.3,1.5,1.0
1976-01-05,17.0,9.0,13.0,0.03,0.6,1.0
1976-01-06,36.0,0.0,18.0,0.0025,0.0025,1.0
1976-01-07,41.0,25.0,33.0,0.0,0.0,0.025
1976-01-08,33.0,12.0,22.5,0.4,5.5,4.0
1976-01-09,12.0,0.0,6.0,0.02,0.5,4.0
1976-01-10,21.0,-5.0,8.0,0.0,0.0,4.0
1976-01-11,35.0,16.0,25.5,0.07,0.7,4.0
1976-01-12,35.0,18.0,26.5,0.52,4.0,5.0
1976-01-13,44.0,13.0,28.5,0.02,0.5,5.0
1976-01-14,49.0,24.0,36.5,0.38,0.0025,2.0
1976-01-15,29.0,20.0,24.5,0.0025,0.0025,1.0
1976-01-16,36.0,23.0,29.5,0.03,0.5,1.0
1976-01-17,27.0,6.0,16.5,0.03,0.5,1.0
1976-01-18,14.0,-5.0,4.5,0.0,0.0,1.0
1976-01-19,35.0,-6.0,14.5,0.0,0.0,1.0
1976-01-20,41.0,29.0,35.0,0.07,0.7,1.0
1976-01-21,31.0,20.0,25.5,0.06,1.2,2.0
1976-01-22,20.0,9.0,14.5,0.3,4.0,5.0
1976-01-23,24.0,-7.0,8.5,0.1,1.5,6.0
1976-01-24,52.0,14.0,33.0,0.0,0.0,6.0
1976-01-25,40.0,20.0,30.0,0.0,0.0,2.0
1976-01-26,54.0,38.0,46.0,0.23,0.0,0.025
1976-01-27,48.0,27.0,37.5,0.38,0.4,0.025
1976-01-28,27.0,14.0,20.5,0.35,5.0,5.0
1976-01-29,35.0,15.0,25.0,0.01,0.4,5.0
1976-01-30,32.0,20.0,26.0,0.03,0.8,5.0
1976-01-31,32.0,19.0,25.5,0.07,1.0,5.0
1976-02-01,39.0,28.0,33.5,0.05,0.2,5.0
1976-02-02,36.0,-10.0,13.0,0.0025,0.0025,3.0
1977-01-01,12.0,2.0,7.0,0.0025,0.2,5.0
1977-01-02,22.0,8.0,15.0,0.06,1.0,6.0
1977-01-03,26.0,2.0,14.0,0.0025,0.0025,6.0
1977-01-04,28.0,17.0,22.5,0.05,1.0,6.0
1977-01-05,31.0,2.0,16.5,0.0025,0.1,5.0
1977-01-06,31.0,4.0,17.5,0.0,0.0,4.0
1977-01-07,30.0,11.0,20.5,0.37,4.2,8.0
1977-01-08,22.0,-7.0,7.5,0.27,2.2,10.0
1977-01-09,23.0,9.0,16.0,0.0,0.0,10.0
1977-01-10,29.0,8.0,18.5,0.37,3.5,12.0
1977-01-11,12.0,5.0,8.5,0.17,2.2,14.0
1977-01-12,10.0,-1.0,4.5,0.03,0.5,14.0
1977-01-13,18.0,-15.0,1.5,0.03,0.5,14.0
1977-01-14,35.0,17.0,26.0,0.03,0.3,14.0
1977-01-15,35.0,21.0,28.0,0.32,3.8,18.0
1977-01-16,24.0,-5.0,9.5,0.15,2.0,20.0
1977-01-17,-1.0,-13.0,-7.0,0.02,0.3,20.0
1977-01-18,7.0,-7.0,0.0,0.05,0.8,21.0
1977-01-19,13.0,-6.0,3.5,0.03,0.5,21.0
1977-01-20,22.0,2.0,12.0,0.15,3.0,23.0
1977-01-21,20.0,3.0,11.5,0.01,0.5,21.0
1977-01-22,18.0,10.0,14.0,0.03,1.0,22.0
1977-01-23,22.0,-6.0,8.0,0.0025,0.0025,22.0
1977-01-24,32.0,11.0,21.5,0.0,0.0,20.0
1977-01-25,31.0,25.0,28.0,0.19,2.5,20.0
1977-01-26,31.0,19.0,25.0,0.19,3.0,21.0
1977-01-27,31.0,3.0,17.0,0.1,1.8,23.0
1977-01-28,42.0,-2.0,20.0,0.0,0.0,22.0
1977-01-29,9.0,-10.0,-0.5,0.15,2.0,24.0
1977-01-30,10.0,1.0,5.5,0.0025,0.0025,24.0
1977-01-31,16.0,-4.0,6.0,0.0025,0.1,24.0
1977-02-01,18.0,9.0,13.5,0.0025,0.4,24.0
1977-02-02,26.0,12.0,19.0,0.04,0.6,24.0
1978-01-01,37.0,23.0,30.0,0.0,0.0,0.025
1978-01-02,35.0,17.0,26.0,0.21,2.0,2.0
1978-01-03,20.0,7.0,13.5,0.07,1.4,3.0
1978-01-04,35.0,-3.0,16.0,0.0025,0.0025,3.0
1978-01-05,41.0,16.0,28.5,0.0,0.0,2.0
1978-01-06,40.0,32.0,36.0,0.14,1.0,2.0
1978-01-07,44.0,34.0,39.0,0.01,0.0,1.0
1978-01-08,52.0,37.0,44.5,0.3,0.0,0.025
1978-01-09,50.0,3.0,26.5,0.84,5.0,5.0
1978-01-10,8.0,-1.0,3.5,0.02,1.0,5.0
1978-01-11,15.0,6.0,10.5,0.02,0.2,5.0
1978-01-12,24.0,1.0,12.5,0.0025,0.1,5.0
1978-01-13,32.0,18.0,25.0,0.03,0.5,6.0
1978-01-14,27.0,16.0,21.5,0.44,5.0,11.0
1978-01-15,19.0,12.0,15.5,0.13,2.5,13.0
1978-01-16,21.0,12.0,16.5,0.01,0.2,13.0
1978-01-17,27.0,17.0,22.0,0.17,2.2,15.0
1978-01-18,26.0,21.0,23.5,1.19,10.0,23.0
1978-01-19,26.0,10.0,18.0,0.0025,0.0025,21.0
1978-01-20,26.0,21.0,23.5,0.3,4.3,23.0
1978-01-21,24.0,15.0,19.5,0.54,8.2,30.0
1978-01-22,26.0,8.0,17.0,0.02,2.5,30.0
1978-01-23,30.0,-14.0,8.0,0.0025,0.3,28.0
1978-01-24,41.0,-3.0,19.0,0.0,0.0,26.0
1978-01-25,45.0,30.0,37.5,0.68,0.0,18.0
1978-01-26,38.0,8.0,23.0,1.05,0.0025,10.0
1978-01-27,14.0,4.0,9.0,0.15,2.0,12.0
1978-01-28,15.0,8.0,11.5,0.14,2.0,14.0
1978-01-29,17.0,10.0,13.5,0.2,2.0,16.0
1978-01-30,20.0,12.0,16.0,0.35,5.0,20.0
1978-01-31,17.0,-5.0,6.0,0.14,1.9,19.0
1978-02-01,18.0,9.0,13.5,0.04,1.2,19.0
1978-02-02,25.0,10.0,17.5,0.0,0.0,16.0
1979-01-01,56.0,44.0,50.0,0.48,0.0,0.0
1979-01-02,51.0,23.0,37.0,0.91,0.0,0.0
1979-01-03,23.0,-3.0,10.0,0.03,1.0,1.0
1979-01-04,21.0,3.0,12.0,0.0025,0.2,1.0
1979-01-05,21.0,9.0,15.0,0.0025,0.1,1.0
1979-01-06,27.0,11.0,19.0,0.2,2.5,4.0
1979-01-07,35.0,21.0,28.0,0.1,1.0,3.0
1979-01-08,33.0,14.0,23.5,0.75,0.8,4.0
1979-01-09,16.0,-1.0,7.5,0.05,0.8,4.0
1979-01-10,20.0,11.0,15.5,0.12,1.5,5.0
1979-01-11,22.0,-5.0,8.5,0.0025,0.0025,5.0
1979-01-12,25.0,6.0,15.5,0.05,1.0,6.0
1979-01-13,40.0,21.0,30.5,0.0025,0.0025,5.0
1979-01-14,44.0,24.0,34.0,0.32,0.0,2.0
1979-01-15,24.0,3.0,13.5,0.08,1.0,2.0
1979-01-16,29.0,13.0,21.0,0.0,0.0,1.0
1979-01-17,41.0,13.0,27.0,0.0025,0.0,1.0
1979-01-18,36.0,16.0,26.0,0.33,1.1,1.0
1979-01-19,26.0,2.0,14.0,0.0025,0.0025,1.0
1979-01-20,34.0,22.0,28.0,0.0,0.0,0.025
1979-01-21,35.0,27.0,31.0,0.87,1.0,1.0
1979-01-22,29.0,25.0,27.0,0.02,0.5,1.0
1979-01-23,38.0,15.0,26.5,0.02,1.5,3.0
1979-01-24,42.0,27.0,34.5,0.04,0.0,1.0
1979-01-25,36.0,18.0,27.0,0.28,2.0,2.0
1979-01-26,26.0,21.0,23.5,0.18,2.0,3.0
1979-01-27,30.0,22.0,26.0,0.07,0.5,3.0
1979-01-28,34.0,26.0,30.0,0.03,0.0025,3.0
1979-01-29,33.0,27.0,30.0,0.09,1.0,4.0
1979-01-30,29.0,22.0,25.5,0.0025,0.0025,4.0
1979-01-31,27.0,20.0,23.5,0.15,1.7,5.0
1979-02-01,24.0,14.0,19.0,0.18,2.5,7.0
1979-02-02,24.0,11.0,17.5,0.0025,0.0025,7.0
1980-01-01,31.0,17.0,24.0,0.0,0.0,0.0
1980-01-02,30.0,26.0,28.0,0.0025,0.0025,0.025
1980-01-03,32.0,26.0,29.0,0.0025,0.0025,0.025
1980-01-04,30.0,14.0,22.0,0.07,0.7,1.0
1980-01-05,29.0,21.0,25.0,0.2,2.2,2.0
1980-01-06,29.0,-1.0,14.0,0.04,0.5,3.0
1980-01-07,40.0,12.0,26.0,0.02,0.0025,1.0
1980-01-08,31.0,15.0,23.0,0.0025,0.0,0.025
1980-01-09,32.0,14.0,23.0,0.0,0.0,0.025
1980-01-10,39.0,6.0,22.5,0.08,0.8,1.0
1980-01-11,59.0,34.0,46.5,0.02,0.0,0.025
1980-01-12,54.0,20.0,37.0,0.17,0.0,0.0
1980-01-13,38.0,20.0,29.0,0.0,0.0,0.0
1980-01-14,43.0,28.0,35.5,0.17,0.0,0.0
1980-01-15,38.0,28.0,33.0,0.05,0.0,0.0
1980-01-16,54.0,23.0,38.5,0.0,0.0,0.0
1980-01-17,48.0,33.0,40.5,0.0,0.0,0.0
1980-01-18,43.0,35.0,39.0,0.12,0.0,0.0
1980-01-19,38.0,32.0,35.0,0.0,0.0,0.0
1980-01-20,35.0,28.0,31.5,0.0025,0.0025,0.0
1980-01-21,36.0,23.0,29.5,0.0,0.0,0.0
1980-01-22,38.0,22.0,30.0,0.0025,0.0025,0.025
1980-01-23,36.0,17.0,26.5,0.01,0.3,0.025
1980-01-24,18.0,6.0,12.0,0.04,0.5,1.0
1980-01-25,37.0,18.0,27.5,0.06,1.0,2.0
1980-01-26,30.0,16.0,23.0,0.02,0.2,2.0
1980-01-27,35.0,6.0,20.5,0.0,0.0,2.0
1980-01-28,30.0,18.0,24.0,0.0025,0.0025,1.0
1980-01-29,22.0,14.0,18.0,0.01,0.1,1.0
1980-01-30,23.0,4.0,13.5,0.0025,0.0025,1.0
1980-01-31,22.0,12.0,17.0,0.02,0.2,0.025
1980-02-01,20.0,8.0,14.0,0.0025,0.0025,0.025
1980-02-02,19.0,5.0,12.0,0.0025,0.0025,0.025
1982-01-01,42.0,30.0,36.0,0.29,0.0,0.0
1982-01-02,37.0,16.0,26.5,0.0,0.0,0.0
1982-01-03,39.0,21.0,30.0,0.04,0.0,0.0
1982-01-04,53.0,32.0,42.5,0.46,0.0,0.0
1982-01-05,35.0,24.0,29.5,0.18,0.0025,0.025
1982-01-06,47.0,20.0,33.5,0.0,0.0,0.0
1982-01-07,40.0,24.0,32.0,0.2,0.0,0.0
1982-01-08,26.0,9.0,17.5,0.0025,0.0025,0.025
1982-01-09,26.0,7.0,16.5,0.07,1.0,1.0
1982-01-10,9.0,-8.0,0.5,0.18,3.0,4.0
1982-01-11,4.0,-11.0,-3.5,0.03,0.3,4.0
1982-01-12,15.0,2.0,8.5,0.02,0.2,4.0
1982-01-13,25.0,4.0,14.5,0.05,0.5,5.0
1982-01-14,25.0,18.0,21.5,0.1,2.0,6.0
1982-01-15,20.0,6.0,13.0,0.07,1.5,7.0
1982-01-16,33.0,1.0,17.0,0.23,3.5,9.0
1982-01-17,4.0,-17.0,-6.5,0.12,2.5,9.0
1982-01-18,20.0,-8.0,6.0,0.0025,0.0025,9.0
1982-01-19,35.0,,,0.0,0.0,9.0
1982-01-20,38.0,9.0,23.5,0.0025,0.0025,8.0
1982-01-21,34.0,21.0,27.5,0.06,1.0,6.0
1982-01-22,28.0,16.0,22.0,0.0025,,5.0
1982-01-23,48.0,20.0,34.0,1.34,4.0,8.0
1982-01-24,38.0,10.0,24.0,0.17,1.0,6.0
1982-01-25,16.0,3.0,9.5,0.01,0.3,6.0
1982-01-26,17.0,1.0,9.0,0.02,0.4,7.0
1982-01-27,32.0,-5.0,13.5,0.02,0.8,8.0
1982-01-28,47.0,14.0,30.5,0.0,0.0,8.0
1982-01-29,38.0,16.0,27.0,0.0025,0.0025,6.0
1982-01-30,37.0,22.0,29.5,0.7,0.0,5.0
1982-01-31,48.0,32.0,40.0,0.29,0.0,3.0
1982-02-01,52.0,22.0,37.0,0.37,0.0025,2.0
1982-02-02,39.0,16.0,27.5,0.0025,0.0025,2.0
1983-01-01,40.0,19.0,29.5,0.0,0.0,0.0
1983-01-02,35.0,21.0,28.0,0.0,0.0,0.0
1983-01-03,34.0,25.0,29.5,0.0,0.0,0.0
1983-01-04,38.0,12.0,25.0,0.0,0.0,0.0
1983-01-05,44.0,23.0,33.5,0.0,0.0,0.0
1983-01-06,35.0,24.0,29.5,0.0,0.0,0.0
1983-01-07,48.0,28.0,38.0,0.0025,0.0,0.0
1983-01-08,36.0,30.0,33.0,0.0,0.0,0.0
1983-01-09,40.0,22.0,31.0,0.0,0.0,0.0
1983-01-10,43.0,34.0,38.5,0.03,0.0,0.0
1983-01-11,,35.0,,0.13,0.0,0.0
1983-01-12,36.0,21.0,28.5,0.05,0.5,1.0
1983-01-13,29.0,19.0,24.0,0.0025,0.2,0.025
1983-01-14,44.0,21.0,32.5,0.0025,0.0025,0.025
1983-01-15,38.0,27.0,32.5,0.18,1.0,1.0
1983-01-16,39.0,17.0,28.0,0.11,1.0,2.0
1983-01-17,24.0,11.0,17.5,0.01,0.3,2.0
1983-01-18,18.0,8.0,13.0,0.03,0.5,2.0
1983-01-19,18.0,8.0,13.0,0.04,0.6,2.0
1983-01-20,30.0,-2.0,14.0,0.0025,0.0025,2.0
1983-01-21,30.0,11.0,20.5,0.0,0.0,2.0
1983-01-22,39.0,21.0,30.0,0.0,0.0,1.0
1983-01-23,39.0,32.0,35.5,0.43,0.0,0.025
1983-01-24,37.0,32.0,34.5,0.14,0.0,0.025
1983-01-25,35.0,32.0,33.5,0.0025,0.0025,0.025
1983-01-26,33.0,27.0,30.0,0.01,0.0025,0.025
1983-01-27,31.0,28.0,29.5,0.03,0.5,0.025
1983-01-28,42.0,20.0,31.0,0.0,0.0,0.025
1983-01-29,47.0,19.0,33.0,0.0,0.0,0.025
1983-01-30,45.0,31.0,38.0,0.02,0.0,0.025
1983-01-31,38.0,31.0,34.5,0.33,0.0,0.025
1983-02-01,44.0,24.0,34.0,0.0,0.0,0.0
1983-02-02,50.0,37.0,43.5,0.08,0.0,0.0
1984-01-01,30.0,14.0,22.0,0.0,0.0,0.025
1984-01-02,34.0,26.0,30.0,0.0025,0.0025,0.025
1984-01-03,33.0,28.0,30.5,0.02,0.5,1.0
1984-01-04,37.0,31.0,34.0,0.0,0.0,1.0
1984-01-05,35.0,31.0,33.0,0.0,0.0,0.025
1984-01-06,37.0,31.0,34.0,0.02,0.0025,0.025
1984-01-07,,16.0,,0.01,0.0025,0.025
1984-01-08,37.0,11.0,24.0,0.0,0.0,0.025
1984-01-09,38.0,15.0,26.5,0.03,0.5,1.0
1984-01-10,35.0,23.0,29.0,0.13,1.0,2.0
1984-01-11,23.0,1.0,12.0,0.34,3.5,5.0
1984-01-12,20.0,,,0.0,0.0,5.0
1984-01-13,28.0,13.0,20.5,0.0,0.0,4.0
1984-01-14,30.0,23.0,26.5,0.0025,0.0025,4.0
1984-01-15,28.0,6.0,17.0,0.02,0.0025,4.0
1984-01-16,26.0,-2.0,12.0,0.04,0.5,3.0
1984-01-17,27.0,17.0,22.0,0.05,0.5,3.0
1984-01-18,28.0,10.0,19.0,0.03,0.5,3.0
1984-01-19,25.0,-3.0,11.0,0.18,3.0,6.0
1984-01-20,14.0,-13.0,0.5,0.0025,0.0025,6.0
1984-01-21,5.0,-17.0,-6.0,0.0025,0.0025,6.0
1984-01-22,26.0,-19.0,3.5,0.0,0.0,6.0
1984-01-23,43.0,1.0,22.0,0.0,0.0,6.0
1984-01-24,44.0,31.0,37.5,0.41,0.0,4.0
1984-01-25,41.0,30.0,35.5,0.1,0.0,3.0
1984-01-26,49.0,23.0,36.0,0.0,0.0,1.0
1984-01-27,45.0,20.0,32.5,0.0,0.0,1.0
1984-01-28,33.0,10.0,21.5,0.0,0.0,0.025
1984-01-29,33.0,23.0,28.0,0.02,0.5,1.0
1984-01-30,33.0,27.0,30.0,0.12,1.5,2.0
1984-01-31,34.0,15.0,24.5,0.32,4.5,6.0
1984-02-01,30.0,12.0,21.0,0.02,1.0,6.0
1984-02-02,47.0,10.0,28.5,0.0,0.0,5.0
1985-01-01,70.0,43.0,56.5,0.0,0.0,0.0
1985-01-02,57.0,27.0,42.0,0.02,0.0,0.0
1985-01-03,33.0,24.0,28.5,0.0,0.0,0.0
1985-01-04,42.0,27.0,34.5,0.0,0.0,0.0
1985-01-05,35.0,28.0,31.5,0.08,0.0025,0.025
1985-01-06,35.0,22.0,28.5,0.0025,0.0025,0.025
1985-01-07,35.0,26.0,30.5,0.0,0.0,0.0
1985-01-08,33.0,14.0,23.5,0.13,1.5,2.0
1985-01-09,22.0,2.0,12.0,0.04,0.5,2.0
1985-01-10,24.0,4.0,14.0,0.0025,0.0025,2.0
1985-01-11,23.0,12.0,17.5,0.17,2.0,4.0
1985-01-12,24.0,10.0,17.0,0.08,1.0,5.0
1985-01-13,28.0,11.0,19.5,0.0025,0.0025,5.0
1985-01-14,34.0,16.0,25.0,0.0,0.0,4.0
1985-01-15,29.0,12.0,20.5,0.13,2.0,6.0
1985-01-16,23.0,6.0,14.5,0.0025,0.0025,6.0
1985-01-17,28.0,17.0,22.5,0.18,3.0,8.0
1985-01-18,28.0,19.0,23.5,0.08,1.0,9.0
1985-01-19,,11.0,,0.13,2.0,10.0
1985-01-20,11.0,-16.0,-2.5,0.08,1.0,10.0
1985-01-21,0.0,-20.0,-10.0,0.0,0.0,10.0
1985-01-22,20.0,-1.0,9.5,0.09,1.0,11.0
1985-01-23,24.0,14.0,19.0,0.2,3.0,14.0
1985-01-24,32.0,13.0,22.5,0.15,2.0,16.0
1985-01-25,32.0,14.0,23.0,0.22,3.0,18.0
1985-01-26,19.0,10.0,14.5,0.26,3.0,18.0
1985-01-27,25.0,9.0,17.0,0.0025,0.0025,18.0
1985-01-28,32.0,23.0,27.5,0.0025,0.0025,17.0
1985-01-29,29.0,14.0,21.5,0.0025,0.5,14.0
1985-01-30,35.0,10.0,22.5,0.0,0.0,12.0
1985-01-31,37.0,22.0,29.5,0.1,1.0,10.0
1985-02-01,35.0,25.0,30.0,0.12,1.0,9.0
1985-02-02,27.0,18.0,22.5,0.28,4.0,13.0
1987-01-01,35.0,26.0,30.5,0.0025,0.0025,0.0
1987-01-02,32.0,28.0,30.0,0.39,8.0,8.0
1987-01-03,32.0,28.0,30.0,0.29,3.0,10.0
1987-01-04,32.0,16.0,24.0,0.0025,0.0025,8.0
1987-01-05,35.0,3.0,19.0,0.0,0.0,7.0
1987-01-06,43.0,11.0,27.0,0.0,0.0,5.0
1987-01-07,39.0,27.0,33.0,0.02,0.0,3.0
1987-01-08,34.0,29.0,31.5,0.0025,0.0025,3.0
1987-01-09,35.0,29.0,32.0,0.0025,0.0025,2.0
1987-01-10,38.0,32.0,35.0,0.01,0.3,2.0
1987-01-11,33.0,28.0,30.5,0.08,1.0,2.0
1987-01-12,31.0,27.0,29.0,0.0025,0.0025,2.0
1987-01-13,38.0,28.0,33.0,0.0025,0.5,2.0
1987-01-14,54.0,23.0,38.5,0.0,0.0,1.0
1987-01-15,48.0,36.0,42.0,0.08,0.0,0.025
1987-01-16,42.0,28.0,35.0,0.01,0.0,0.025
1987-01-17,36.0,20.0,28.0,0.0,0.0,0.0
1987-01-18,43.0,29.0,36.0,0.0,0.0,0.0
1987-01-19,38.0,33.0,35.5,0.06,0.0,0.0
1987-01-20,36.0,26.0,31.0,0.8,0.0025,0.025
1987-01-21,29.0,22.0,25.5,0.02,0.5,1.0
1987-01-22,26.0,21.0,23.5,0.0,0.0,1.0
1987-01-23,26.0,9.0,17.5,0.36,3.5,4.0
1987-01-24,10.0,-2.0,4.0,0.25,2.5,6.0
1987-01-25,22.0,-6.0,8.0,0.0,0.0,6.0
1987-01-26,26.0,3.0,14.5,0.0,0.0,6.0
1987-01-27,23.0,1.0,12.0,0.0,0.0,6.0
1987-01-28,24.0,-2.0,11.0,0.0,0.0,6.0
1987-01-29,34.0,23.0,28.5,0.02,0.5,6.0
1987-01-30,41.0,28.0,34.5,0.19,1.0,4.0
1987-01-31,33.0,26.0,29.5,0.23,1.0,4.0
1987-02-01,40.0,23.0,31.5,0.01,0.0025,4.0
1987-02-02,45.0,29.0,37.0,0.05,0.0,2.0
1988-01-01,,26.0,,0.2,0.0,0.025
1988-01-02,26.0,10.0,18.0,0.0,0.0,0.025
1988-01-03,33.0,10.0,21.5,0.0,0.0,0.0
1988-01-04,29.0,16.0,22.5,0.04,1.0,1.0
1988-01-05,16.0,2.0,9.0,0.0025,0.0025,1.0
1988-01-06,11.0,-1.0,5.0,0.0,0.0,1.0
1988-01-07,19.0,-4.0,7.5,0.0,0.0,1.0
1988-01-08,25.0,14.0,19.5,0.05,1.0,2.0
1988-01-09,25.0,8.0,16.5,0.02,0.5,3.0
1988-01-10,23.0,6.0,14.5,0.01,0.3,3.0
1988-01-11,31.0,-4.0,13.5,0.0,0.0,3.0
1988-01-12,47.0,11.0,29.0,0.0,0.0,2.0
1988-01-13,50.0,15.0,32.5,0.02,0.0025,0.025
1988-01-14,17.0,3.0,10.0,0.02,0.5,1.0
1988-01-15,31.0,5.0,18.0,0.0,0.0,0.025
1988-01-16,48.0,13.0,30.5,0.0,0.0,0.025
1988-01-17,54.0,28.0,41.0,0.0,0.0,0.025
1988-01-18,48.0,36.0,42.0,0.19,0.0,0.0
1988-01-19,47.0,28.0,37.5,0.06,0.0,0.0
1988-01-20,54.0,37.0,45.5,0.78,0.0,0.0
1988-01-21,43.0,29.0,36.0,0.0025,0.0,0.0
1988-01-22,30.0,23.0,26.5,0.0025,0.0025,0.025
1988-01-23,31.0,25.0,28.0,0.01,0.5,1.0
1988-01-24,47.0,24.0,35.5,0.0025,0.0025,0.025
1988-01-25,40.0,27.0,33.5,0.0025,0.0025,0.0
1988-01-26,30.0,6.0,18.0,0.17,3.0,3.0
1988-01-27,20.0,12.0,16.0,0.03,2.0,4.0
1988-01-28,24.0,2.0,13.0,0.0025,0.0025,4.0
1988-01-29,41.0,7.0,24.0,0.0025,0.0025,3.0
1988-01-30,59.0,30.0,44.5,0.0,0.0,2.0
1988-01-31,62.0,28.0,45.0,0.0,0.0,0.0
1988-02-01,58.0,42.0,50.0,0.05,0.0,0.0
1988-02-02,56.0,33.0,44.5,2.09,0.0,0.0
1989-01-01,36.0,26.0,31.0,0.0,0.0,0.025
1989-01-02,38.0,32.0,35.0,0.02,0.0,0.025
1989-01-03,36.0,23.0,29.5,0.0,0.0,0.0
1989-01-04,28.0,8.0,18.0,0.18,2.3,2.0
1989-01-05,35.0,4.0,19.5,0.0025,0.0025,2.0
1989-01-06,,,,0.05,0.5,1.0
1989-01-07,41.0,28.0,34.5,0.15,2.0,2.0
1989-01-08,57.0,37.0,47.0,0.3,0.0,0.025
1989-01-09,38.0,22.0,30.0,0.0,0.0,0.0
1989-01-10,44.0,16.0,30.0,0.0,0.0,0.0
1989-01-11,44.0,22.0,33.0,0.0,0.0,0.0
1989-01-12,52.0,33.0,42.5,0.27,0.0,0.0
