,date,max_temp,min_temp,avg_temp,precipitation,snowfall,snowdepth,year,month,day,phil_pred,spring
1213,1985-01-26,19.0,10.0,14.5,0.26,3.0,18.0,1985,1,26,False,True
1214,1985-01-27,25.0,9.0,17.0,0.0025,0.0025,18.0,1985,1,27,False,True
1215,1985-01-28,32.0,23.0,27.5,0.0025,0.0025,17.0,1985,1,28,False,True
1217,1985-01-30,35.0,10.0,22.5,0.0,0.0,12.0,1985,1,30,False,True
1218,1985-01-31,37.0,22.0,29.5,0.1,1.0,10.0,1985,1,31,False,True
1219,1985-02-01,35.0,25.0,30.0,0.12,1.0,9.0,1985,2,1,False,True
1220,1985-02-02,27.0,18.0,22.5,0.28,4.0,13.0,1985,2,2,False,True
1222,1987-01-02,32.0,28.0,30.0,0.39,8.0,8.0,1987,1,2,False,False
1224,1987-01-04,32.0,16.0,24.0,0.0025,0.0025,8.0,1987,1,4,False,False
1225,1987-01-05,35.0,3.0,19.0,0.0,0.0,7.0,1987,1,5,False,False
1226,1987-01-06,43.0,11.0,27.0,0.0,0.0,5.0,1987,1,6,False,False
1227,1987-01-07,39.0,27.0,33.0,0.02,0.0,3.0,1987,1,7,False,False
1228,1987-01-08,34.0,29.0,31.5,0.0025,0.0025,3.0,1987,1,8,False,False
1229,1987-01-09,35.0,29.0,32.0,0.0025,0.0025,2.0,1987,1,9,False,False
1230,1987-01-10,38.0,32.0,35.0,0.01,0.3,2.0,1987,1,10,False,False
1232,1987-01-12,31.0,27.0,29.0,0.0025,0.0025,2.0,1987,1,12,False,False
1233,1987-01-13,38.0,28.0,33.0,0.0025,0.5,2.0,1987,1,13,False,False
1235,1987-01-15,48.0,36.0,42.0,0.08,0.0,0.025,1987,1,15,False,False
1236,1987-01-16,42.0,28.0,35.0,0.01,0.0,0.025,1987,1,16,False,False
1238,1987-01-18,43.0,29.0,36.0,0.0,0.0,0.0,1987,1,18,False,False
1239,1987-01-19,38.0,33.0,35.5,0.06,0.0,0.0,1987,1,19,False,False
1240,1987-01-20,36.0,26.0,31.0,0.8,0.0025,0.025,1987,1,20,False,False
1241,1987-01-21,29.0,22.0,25.5,0.02,0.5,1.0,1987,1,21,False,False
1243,1987-01-23,26.0,9.0,17.5,0.36,3.5,4.0,1987,1,23,False,False
1244,1987-01-24,10.0,-2.0,4.0,0.25,2.5,6.0,1987,1,24,False,False
1245,1987-01-25,22.0,-6.0,8.0,0.0,0.0,6.0,1987,1,25,False,False
1246,1987-01-26,26.0,3.0,14.5,0.0,0.0,6.0,1987,1,26,False,False
1247,1987-01-27,23.0,1.0,12.0,0.0,0.0,6.0,1987,1,27,False,False
1249,1987-01-29,34.0,23.0,28.5,0.02,0.5,6.0,1987,1,29,False,False
1250,1987-01-30,41.0,28.0,34.5,0.19,1.0,4.0,1987,1,30,False,False
1251,1987-01-31,33.0,26.0,29.5,0.23,1.0,4.0,1987,1,31,False,False
1252,1987-02-01,40.0,23.0,31.5,0.01,0.0025,4.0,1987,2,1,False,False
1253,1987-02-02,45.0,29.0,37.0,0.05,0.0,2.0,1987,2,2,False,False
1254,1988-01-01,,26.0,,0.2,0.0,0.025,1988,1,1,True,False
1255,1988-01-02,26.0,10.0,18.0,0.0,0.0,0.025,1988,1,2,True,False
1256,1988-01-03,33.0,10.0,21.5,0.0,0.0,0.0,1988,1,3,True,False
1257,1988-01-04,29.0,16.0,22.5,0.04,1.0,1.0,1988,1,4,True,False
1258,1988-01-05,16.0,2.0,9.0,0.0025,0.0025,1.0,1988,1,5,True,False
1260,1988-01-07,19.0,-4.0,7.5,0.0,0.0,1.0,1988,1,7,True,False
1262,1988-01-09,25.0,8.0,16.5,0.02,0.5,3.0,1988,1,9,True,False
1263,1988-01-10,23.0,6.0,14.5,0.01,0.3,3.0,1988,1,10,True,False
1264,1988-01-11,31.0,-4.0,13.5,0.0,0.0,3.0,1988,1,11,True,False
1265,1988-01-12,47.0,11.0,29.0,0.0,0.0,2.0,1988,1,12,True,False
1266,1988-01-13,50.0,15.0,32.5,0.02,0.0025,0.025,1988,1,13,True,False
1267,1988-01-14,17.0,3.0,10.0,0.02,0.5,1.0,1988,1,14,True,False
1270,1988-01-17,54.0,28.0,41.0,0.0,0.0,0.025,1988,1,17,True,False
1272,1988-01-19,47.0,28.0,37.5,0.06,0.0,0.0,1988,1,19,True,False
1273,1988-01-20,54.0,37.0,45.5,0.78,0.0,0.0,1988,1,20,True,False
1274,1988-01-21,43.0,29.0,36.0,0.0025,0.0,0.0,1988,1,21,True,False
1275,1988-01-22,30.0,23.0,26.5,0.0025,0.0025,0.025,1988,1,22,True,False
1276,1988-01-23,31.0,25.0,28.0,0.01,0.5,1.0,1988,1,23,True,False
1277,1988-01-24,47.0,24.0,35.5,0.0025,0.0025,0.025,1988,1,24,True,False
1278,1988-01-25,40.0,27.0,33.5,0.0025,0.0025,0.0,1988,1,25,True,False
1279,1988-01-26,30.0,6.0,18.0,0.17,3.0,3.0,1988,1,26,True,False
1280,1988-01-27,20.0,12.0,16.0,0.03,2.0,4.0,1988,1,27,True,False
1282,1988-01-29,41.0,7.0,24.0,0.0025,0.0025,3.0,1988,1,29,True,False
1283,1988-01-30,59.0,30.0,44.5,0.0,0.0,2.0,1988,1,30,True,False
1285,1988-02-01,58.0,42.0,50.0,0.05,0.0,0.0,1988,2,1,True,False
1286,1988-02-02,56.0,33.0,44.5,2.09,0.0,0.0,1988,2,2,True,False
1287,1989-01-01,36.0,26.0,31.0,0.0,0.0,0.025,1989,1,1,False,True
1288,1989-01-02,38.0,32.0,35.0,0.02,0.0,0.025,1989,1,2,False,True
1290,1989-01-04,28.0,8.0,18.0,0.18,2.3,2.0,1989,1,4,False,True
1291,1989-01-05,35.0,4.0,19.5,0.0025,0.0025,2.0,1989,1,5,False,True
1293,1989-01-07,41.0,28.0,34.5,0.15,2.0,2.0,1989,1,7,False,True
1294,1989-01-08,57.0,37.0,47.0,0.3,0.0,0.025,1989,1,8,False,True
1295,1989-01-09,38.0,22.0,30.0,0.0,0.0,0.0,1989,1,9,False,True
1296,1989-01-10,44.0,16.0,30.0,0.0,0.0,0.0,1989,1,10,False,True
1297,1989-01-11,44.0,22.0,33.0,0.0,0.0,0.0,1989,1,11,False,True
1299,1989-01-13,48.0,22.0,35.0,0.41,0.0,0.0,1989,1,13,False,True
1300,1989-01-14,38.0,14.0,26.0,0.0025,0.0025,0.0,1989,1,14,False,True
1302,1989-01-16,40.0,27.0,33.5,0.0,0.0,0.0,1989,1,16,False,True
1304,1989-01-18,52.0,22.0,37.0,0.0,0.0,0.0,1989,1,18,False,True
1305,1989-01-19,45.0,31.0,38.0,0.0025,0.0,0.0,1989,1,19,False,True
1306,1989-01-20,42.0,26.0,34.0,0.0025,0.0,0.0,1989,1,20,False,True
1307,1989-01-21,26.0,14.0,20.0,0.12,0.0025,0.025,1989,1,21,False,True
1308,1989-01-22,45.0,13.0,29.0,0.0,0.0,0.0,1989,1,22,False,True
1309,1989-01-23,53.0,18.0,35.5,0.0,0.0,0.0,1989,1,23,False,True
1311,1989-01-25,40.0,34.0,37.0,0.0025,0.0,0.0,1989,1,25,False,True
1312,1989-01-26,54.0,38.0,46.0,0.03,0.0,0.0,1989,1,26,False,True
1314,1989-01-28,51.0,21.0,36.0,0.0,0.0,0.0,1989,1,28,False,True
1316,1989-01-30,48.0,39.0,43.5,0.14,0.0,0.0,1989,1,30,False,True
1317,1989-01-31,56.0,37.0,46.5,0.0,0.0,0.0,1989,1,31,False,True
1318,1989-02-01,64.0,38.0,51.0,0.0,0.0,0.0,1989,2,1,False,True
1321,1991-01-02,43.0,21.0,32.0,0.0,0.0,0.0,1991,1,2,False,False
1322,1991-01-03,31.0,25.0,28.0,,,,1991,1,3,False,False
1323,1991-01-04,31.0,17.0,24.0,0.0025,0.0025,0.025,1991,1,4,False,False
1324,1991-01-05,36.0,15.0,25.5,0.0,0.0,0.0,1991,1,5,False,False
1325,1991-01-06,36.0,32.0,34.0,0.43,0.0,0.0,1991,1,6,False,False
1326,1991-01-07,33.0,27.0,30.0,0.16,0.0025,0.025,1991,1,7,False,False
1327,1991-01-08,31.0,18.0,24.5,,,,1991,1,8,False,False
1328,1991-01-09,38.0,28.0,33.0,0.12,0.0025,0.025,1991,1,9,False,False
1329,1991-01-10,35.0,31.0,33.0,0.06,0.0,0.0,1991,1,10,False,False
1330,1991-01-11,34.0,28.0,31.0,0.27,2.0,2.0,1991,1,11,False,False
1331,1991-01-12,37.0,33.0,35.0,0.8,1.0,3.0,1991,1,12,False,False
1332,1991-01-13,37.0,22.0,29.5,0.07,0.0025,2.0,1991,1,13,False,False
1334,1991-01-15,51.0,25.0,38.0,0.0,0.0,2.0,1991,1,15,False,False
1336,1991-01-17,46.0,31.0,38.5,0.4,0.0,0.0,1991,1,17,False,False
1337,1991-01-18,36.0,26.0,31.0,0.08,0.5,1.0,1991,1,18,False,False
1338,1991-01-19,44.0,27.0,35.5,0.0025,0.0,0.0,1991,1,19,False,False
1339,1991-01-20,39.0,35.0,37.0,,,,1991,1,20,False,False
1340,1991-01-21,38.0,12.0,25.0,0.34,2.0,2.0,1991,1,21,False,False
1343,1991-01-24,33.0,12.0,22.5,0.03,0.5,4.0,1991,1,24,False,False
1344,1991-01-25,21.0,3.0,12.0,0.0,0.0,4.0,1991,1,25,False,False
1345,1991-01-26,26.0,3.0,14.5,0.0,0.0,3.0,1991,1,26,False,False
1346,1991-01-27,37.0,10.0,23.5,0.05,0.5,3.0,1991,1,27,False,False
1347,1991-01-28,42.0,28.0,35.0,0.43,0.5,2.0,1991,1,28,False,False
1348,1991-01-29,48.0,18.0,33.0,0.0,0.0,2.0,1991,1,29,False,False
1349,1991-01-30,39.0,,,0.21,0.0,1.0,1991,1,30,False,False
1350,1991-01-31,36.0,18.0,27.0,0.15,1.0,1.0,1991,1,31,False,False
1351,1991-02-01,38.0,12.0,25.0,0.0,0.0,0.025,1991,2,1,False,False
1353,1992-01-01,41.0,16.0,28.5,0.0,0.0,0.0,1992,1,1,False,False
1354,1992-01-02,48.0,19.0,33.5,0.0,0.0,0.0,1992,1,2,False,False
1356,1992-01-04,52.0,33.0,42.5,0.0,0.0,0.0,1992,1,4,False,False
1358,1992-01-06,37.0,32.0,34.5,0.0,0.0,0.0,1992,1,6,False,False
1359,1992-01-07,35.0,32.0,33.5,0.0025,0.0025,0.0,1992,1,7,False,False
1360,1992-01-08,45.0,21.0,33.0,0.0,0.0,0.0,1992,1,8,False,False
1361,1992-01-09,47.0,31.0,39.0,0.2,0.0,0.0,1992,1,9,False,False
1363,1992-01-11,33.0,29.0,31.0,0.15,1.0,0.025,1992,1,11,False,False
1365,1992-01-13,54.0,36.0,45.0,0.0,0.0,0.0,1992,1,13,False,False
1366,1992-01-14,53.0,23.0,38.0,0.2,0.0,0.0,1992,1,14,False,False
1367,1992-01-15,25.0,11.0,18.0,0.06,0.5,0.025,1992,1,15,False,False
1368,1992-01-16,23.0,4.0,13.5,0.16,3.5,4.0,1992,1,16,False,False
1369,1992-01-17,27.0,2.0,14.5,0.01,0.0025,4.0,1992,1,17,False,False
1370,1992-01-18,26.0,10.0,18.0,0.04,1.0,5.0,1992,1,18,False,False
1371,1992-01-19,26.0,-7.0,9.5,0.0025,0.0025,5.0,1992,1,19,False,False
1372,1992-01-20,27.0,2.0,14.5,0.07,1.0,5.0,1992,1,20,False,False
1373,1992-01-21,39.0,12.0,25.5,0.03,1.0,6.0,1992,1,21,False,False
1374,1992-01-22,45.0,15.0,30.0,0.0,0.0,5.0,1992,1,22,False,False
1375,1992-01-23,43.0,35.0,39.0,0.16,0.0,3.0,1992,1,23,False,False
1376,1992-01-24,43.0,17.0,30.0,0.74,2.0,2.0,1992,1,24,False,False
1377,1992-01-25,24.0,7.0,15.5,0.03,0.5,3.0,1992,1,25,False,False
1378,1992-01-26,26.0,17.0,21.5,0.12,2.0,5.0,1992,1,26,False,False
1379,1992-01-27,40.0,8.0,24.0,0.0025,0.0025,5.0,1992,1,27,False,False
1380,1992-01-28,39.0,21.0,30.0,0.0,0.0,2.0,1992,1,28,False,False
1381,1992-01-29,33.0,29.0,31.0,0.0,0.0,2.0,1992,1,29,False,False
1382,1992-01-30,43.0,29.0,36.0,0.0,0.0,1.0,1992,1,30,False,False
1384,1992-02-01,32.0,22.0,27.0,0.01,0.3,0.025,1992,2,1,False,False
1387,1994-01-02,40.0,30.0,35.0,0.05,,1.0,1994,1,2,False,False
1388,1994-01-03,34.0,29.0,31.5,0.0025,0.0025,1.0,1994,1,3,False,False
1389,1994-01-04,30.0,22.0,26.0,0.22,2.5,1.0,1994,1,4,False,False
1390,1994-01-05,23.0,6.0,14.5,1.52,21.0,21.0,1994,1,5,False,False
1391,1994-01-06,30.0,2.0,16.0,0.2,2.0,22.0,1994,1,6,False,False
1392,1994-01-07,34.0,30.0,32.0,0.3,1.0,15.0,1994,1,7,False,False
1394,1994-01-09,18.0,6.0,12.0,0.11,1.0,19.0,1994,1,9,False,False
1396,1994-01-11,35.0,25.0,30.0,0.0,0.0,18.0,1994,1,11,False,False
1397,1994-01-12,36.0,31.0,33.5,0.23,1.5,18.0,1994,1,12,False,False
1398,1994-01-13,35.0,32.0,33.5,0.06,1.0,14.0,1994,1,13,False,False
1399,1994-01-14,33.0,9.0,21.0,0.16,1.0,10.0,1994,1,14,False,False
1400,1994-01-15,9.0,-6.0,1.5,0.05,1.0,11.0,1994,1,15,False,False
1401,1994-01-16,10.0,-12.0,-1.0,0.0025,0.0025,11.0,1994,1,16,False,False
1402,1994-01-17,32.0,9.0,20.5,0.33,3.5,15.0,1994,1,17,False,False
1405,1994-01-20,9.0,-10.0,-0.5,0.03,0.5,19.0,1994,1,20,False,False
1406,1994-01-21,14.0,-24.0,-5.0,0.0,0.0,18.0,1994,1,21,False,False
1407,1994-01-22,22.0,11.0,16.5,0.0025,0.0025,18.0,1994,1,22,False,False
1408,1994-01-23,39.0,10.0,24.5,0.03,0.5,16.0,1994,1,23,False,False
1409,1994-01-24,39.0,35.0,37.0,0.0025,0.0,15.0,1994,1,24,False,False
1410,1994-01-25,37.0,33.0,35.0,0.03,0.0,10.0,1994,1,25,False,False
1411,1994-01-26,36.0,21.0,28.5,0.42,0.0025,8.0,1994,1,26,False,False
1413,1994-01-28,51.0,29.0,40.0,1.35,0.0,6.0,1994,1,28,False,False
1415,1994-01-30,29.0,22.0,25.5,0.05,1.0,5.0,1994,1,30,False,False
1416,1994-01-31,26.0,13.0,19.5,0.0,0.0,5.0,1994,1,31,False,False
1417,1994-02-01,23.0,8.0,15.5,0.08,1.0,6.0,1994,2,1,False,False
1419,1996-01-01,38.0,33.0,35.5,0.07,0.0,8.0,1996,1,1,,True
1422,1996-01-04,20.0,4.0,12.0,0.03,2.0,7.0,1996,1,4,,True
1423,1996-01-05,21.0,9.0,15.0,0.01,0.5,7.0,1996,1,5,,True
1424,1996-01-06,22.0,0.0,11.0,0.0,0.0,7.0,1996,1,6,,True
1425,1996-01-07,17.0,12.0,14.5,0.27,3.0,10.0,1996,1,7,,True
1426,1996-01-08,21.0,6.0,13.5,0.82,15.0,22.0,1996,1,8,,True
1427,1996-01-09,22.0,8.0,15.0,0.0,0.0,22.0,1996,1,9,,True
1428,1996-01-10,24.0,7.0,15.5,0.18,3.0,25.0,1996,1,10,,True
1429,1996-01-11,23.0,-8.0,7.5,0.03,1.0,26.0,1996,1,11,,True
1430,1996-01-12,24.0,19.0,21.5,0.04,0.5,26.0,1996,1,12,,True
1431,1996-01-13,27.0,21.0,24.0,0.02,0.5,26.0,1996,1,13,,True
1432,1996-01-14,49.0,27.0,38.0,0.01,0.0025,24.0,1996,1,14,,True
1433,1996-01-15,35.0,22.0,28.5,0.0,0.0,12.0,1996,1,15,,True
1434,1996-01-16,41.0,14.0,27.5,0.0,0.0,12.0,1996,1,16,,True
1435,1996-01-17,44.0,35.0,39.5,0.06,0.0,9.0,1996,1,17,,True
1436,1996-01-18,58.0,33.0,45.5,0.01,0.0,6.0,1996,1,18,,True
1437,1996-01-19,53.0,13.0,33.0,1.6,0.0,0.025,1996,1,19,,True
1438,1996-01-20,23.0,8.0,15.5,0.26,0.0025,0.0,1996,1,20,,True
1439,1996-01-21,35.0,17.0,26.0,0.0025,0.0025,0.025,1996,1,21,,True
1440,1996-01-22,46.0,17.0,31.5,0.0025,0.0025,0.025,1996,1,22,,True
1441,1996-01-23,40.0,27.0,33.5,0.0,0.0,0.025,1996,1,23,,True
1442,1996-01-24,49.0,28.0,38.5,0.68,0.0025,0.025,1996,1,24,,True
1443,1996-01-25,28.0,17.0,22.5,0.3,2.0,2.0,1996,1,25,,True
1444,1996-01-26,44.0,17.0,30.5,0.0025,0.0025,1.0,1996,1,26,,True
1445,1996-01-27,52.0,25.0,38.5,0.22,0.0,0.025,1996,1,27,,True
1446,1996-01-28,27.0,20.0,23.5,0.16,0.5,0.025,1996,1,28,,True
1447,1996-01-29,40.0,21.0,30.5,0.0,0.0,0.025,1996,1,29,,True
1448,1996-01-30,38.0,27.0,32.5,0.0,0.0,0.0,1996,1,30,,True
1449,1996-01-31,27.0,8.0,17.5,0.14,1.5,2.0,1996,1,31,,True
1450,1996-02-01,20.0,-3.0,8.5,0.0025,0.0025,1.0,1996,2,1,,True
1453,1997-01-02,51.0,35.0,43.0,0.05,0.0,0.0,1997,1,2,True,True
1454,1997-01-03,58.0,47.0,52.5,0.04,0.0,0.0,1997,1,3,True,True
1456,1997-01-05,64.0,48.0,56.0,0.03,0.0,0.0,1997,1,5,True,True
1457,1997-01-06,48.0,23.0,35.5,0.17,0.0,0.0,1997,1,6,True,True
1458,1997-01-07,,21.0,,0.02,0.5,0.025,1997,1,7,True,True
1460,1997-01-09,31.0,21.0,26.0,0.0025,0.0025,0.025,1997,1,9,True,True
1462,1997-01-11,24.0,7.0,15.5,0.03,1.0,3.0,1997,1,11,True,True
1463,1997-01-12,14.0,9.0,11.5,0.0025,0.0025,3.0,1997,1,12,True,True
1464,1997-01-13,14.0,1.0,7.5,0.0025,0.0025,3.0,1997,1,13,True,True
1465,1997-01-14,20.0,12.0,16.0,0.0025,0.0025,3.0,1997,1,14,True,True
1466,1997-01-15,45.0,4.0,24.5,0.0025,0.0025,3.0,1997,1,15,True,True
1467,1997-01-16,43.0,16.0,29.5,0.13,0.0,1.0,1997,1,16,True,True
1470,1997-01-19,25.0,-7.0,9.0,0.02,0.5,2.0,1997,1,19,True,True
1472,1997-01-21,44.0,11.0,27.5,0.02,0.5,2.0,1997,1,21,True,True
1473,1997-01-22,52.0,33.0,42.5,0.04,0.0,1.0,1997,1,22,True,True
1474,1997-01-23,45.0,30.0,37.5,0.18,0.0,0.025,1997,1,23,True,True
1475,1997-01-24,39.0,26.0,32.5,0.0025,0.0025,0.025,1997,1,24,True,True
1477,1997-01-26,26.0,14.0,20.0,0.06,1.0,1.0,1997,1,26,True,True
1478,1997-01-27,32.0,20.0,26.0,0.0,0.0,1.0,1997,1,27,True,True
1479,1997-01-28,47.0,20.0,33.5,0.73,1.0,1.0,1997,1,28,True,True
1480,1997-01-29,29.0,11.0,20.0,0.0025,0.0025,1.0,1997,1,29,True,True
1481,1997-01-30,40.0,18.0,29.0,0.0,0.0,1.0,1997,1,30,True,True
1482,1997-01-31,44.0,26.0,35.0,0.0,0.0,0.025,1997,1,31,True,True
1484,1997-02-02,49.0,30.0,39.5,0.0025,0.0,0.0,1997,2,2,True,True
1485,1998-01-01,32.0,1.0,16.5,0.01,0.0,6.0,1998,1,1,False,True
1487,1998-01-03,56.0,35.0,45.5,0.0025,0.0,1.0,1998,1,3,False,True
1489,1998-01-05,66.0,32.0,49.0,0.0025,0.0,0.0,1998,1,5,False,True
1490,1998-01-06,57.0,46.0,51.5,0.3,0.0,0.0,1998,1,6,False,True
1492,1998-01-08,66.0,51.0,58.5,1.23,0.0,0.0,1998,1,8,False,True
1493,1998-01-09,,37.0,,0.42,0.0,0.0,1998,1,9,False,True
1494,1998-01-10,40.0,33.0,36.5,0.16,0.0,0.0,1998,1,10,False,True
1495,1998-01-11,40.0,26.0,33.0,0.0,0.0,0.0,1998,1,11,False,True
1496,1998-01-12,40.0,20.0,30.0,0.0,0.0,0.0,1998,1,12,False,True
1497,1998-01-13,48.0,25.0,36.5,0.1,0.0,0.0,1998,1,13,False,True
1498,1998-01-14,34.0,14.0,24.0,0.16,0.0025,0.025,1998,1,14,False,True
1499,1998-01-15,37.0,25.0,31.0,0.0,0.0,0.0,1998,1,15,False,True
1500,1998-01-16,38.0,34.0,36.0,0.17,0.0,0.0,1998,1,16,False,True
1501,1998-01-17,36.0,32.0,34.0,0.02,0.0025,0.025,1998,1,17,False,True
1502,1998-01-18,32.0,28.0,30.0,0.2,0.5,1.0,1998,1,18,False,True
1503,1998-01-19,34.0,23.0,28.5,0.05,0.0025,1.0,1998,1,19,False,True
1504,1998-01-20,31.0,25.0,28.0,0.01,0.5,1.0,1998,1,20,False,True
1505,1998-01-21,30.0,15.0,22.5,0.0,0.0,1.0,1998,1,21,False,True
1506,1998-01-22,41.0,25.0,33.0,0.0,0.0,1.0,1998,1,22,False,True
1507,1998-01-23,39.0,33.0,36.0,0.39,0.0,0.025,1998,1,23,False,True
1508,1998-01-24,38.0,31.0,34.5,0.43,0.0,0.0,1998,1,24,False,True
1509,1998-01-25,31.0,27.0,29.0,0.03,0.0025,0.025,1998,1,25,False,True
1511,1998-01-27,39.0,31.0,35.0,0.0,0.0,0.0,1998,1,27,False,True
1512,1998-01-28,41.0,31.0,36.0,0.1,0.0025,0.0,1998,1,28,False,True
1515,1998-01-31,33.0,26.0,29.5,0.02,0.0025,0.025,1998,1,31,False,True
1516,1998-02-01,51.0,19.0,35.0,0.0,0.0,0.0,1998,2,1,False,True
1517,1998-02-02,53.0,29.0,41.0,0.0,0.0,0.0,1998,2,2,False,True
1518,1999-01-01,20.0,10.0,15.0,0.05,1.5,2.0,1999,1,1,True,False
1519,1999-01-02,20.0,5.0,12.5,0.0,0.0,1.0,1999,1,2,True,False
1520,1999-01-03,37.0,20.0,28.5,1.38,5.0,3.0,1999,1,3,True,False
1522,1999-01-05,11.0,2.0,6.5,0.0025,0.0025,3.0,1999,1,5,True,False
1524,1999-01-07,30.0,4.0,17.0,0.25,4.0,7.0,1999,1,7,True,False
1525,1999-01-08,34.0,2.0,18.0,0.08,1.0,8.0,1999,1,8,True,False
1526,1999-01-09,44.0,17.0,30.5,1.12,2.0,9.0,1999,1,9,True,False
1527,1999-01-10,20.0,4.0,12.0,0.16,2.5,11.0,1999,1,10,True,False
1528,1999-01-11,22.0,6.0,14.0,0.04,1.0,12.0,1999,1,11,True,False
1529,1999-01-12,43.0,21.0,32.0,0.16,1.5,8.0,1999,1,12,True,False
1530,1999-01-13,44.0,24.0,34.0,0.12,0.0,4.0,1999,1,13,True,False
1531,1999-01-14,45.0,19.0,32.0,0.79,1.5,4.0,1999,1,14,True,False
1534,1999-01-17,55.0,25.0,40.0,0.0,0.0,3.0,1999,1,17,True,False
1535,1999-01-18,49.0,33.0,41.0,0.08,0.0,2.0,1999,1,18,True,False
1536,1999-01-19,41.0,33.0,37.0,0.28,0.5,2.0,1999,1,19,True,False
1537,1999-01-20,42.0,32.0,37.0,0.0,0.0,2.0,1999,1,20,True,False
1539,1999-01-22,54.0,33.0,43.5,0.3,0.0,2.0,1999,1,22,True,False
1540,1999-01-23,63.0,44.0,53.5,0.0,0.0,2.0,1999,1,23,True,False
1541,1999-01-24,55.0,35.0,45.0,0.81,0.0,0.025,1999,1,24,True,False
1542,1999-01-25,35.0,33.0,34.0,0.0,0.0,0.0,1999,1,25,True,False
1543,1999-01-26,42.0,28.0,35.0,0.0025,0.0025,0.0,1999,1,26,True,False
1544,1999-01-27,61.0,23.0,42.0,0.0,0.0,0.0,1999,1,27,True,False
1545,1999-01-28,55.0,40.0,47.5,0.0,0.0,0.0,1999,1,28,True,False
1546,1999-01-29,40.0,27.0,33.5,0.0,0.0,0.0,1999,1,29,True,False
1547,1999-01-30,42.0,19.0,30.5,0.0,0.0,0.0,1999,1,30,True,False
1548,1999-01-31,43.0,20.0,31.5,0.0,0.0,0.0,1999,1,31,True,False
1549,1999-02-01,46.0,23.0,34.5,0.0,0.0,0.0,1999,2,1,True,False
1552,2000-01-02,64.0,36.0,50.0,0.02,0.0,0.0,2000,1,2,False,True
1554,2000-01-04,62.0,36.0,49.0,0.25,0.0,0.0,2000,1,4,False,True
1555,2000-01-05,36.0,28.0,32.0,0.12,0.0025,0.0,2000,1,5,False,True
1556,2000-01-06,57.0,22.0,39.5,0.0025,0.0,0.0,2000,1,6,False,True
1559,2000-01-09,48.0,32.0,40.0,0.0025,0.0,0.0,2000,1,9,False,True
1562,2000-01-12,58.0,32.0,45.0,0.0025,0.0025,0.0,2000,1,12,False,True
1564,2000-01-14,24.0,8.0,16.0,0.01,0.2,0.025,2000,1,14,False,True
1567,2000-01-17,37.0,4.0,20.5,0.0,0.0,0.0,2000,1,17,False,True
1568,2000-01-18,27.0,11.0,19.0,0.0,0.0,0.0,2000,1,18,False,True
1569,2000-01-19,30.0,23.0,26.5,0.03,0.5,1.0,2000,1,19,False,True
1570,2000-01-20,28.0,22.0,25.0,0.18,3.0,2.0,2000,1,20,False,True
1571,2000-01-21,,4.0,,0.12,1.5,4.0,2000,1,21,False,True
1572,2000-01-22,22.0,3.0,12.5,0.0025,0.0025,4.0,2000,1,22,False,True
1573,2000-01-23,33.0,14.0,23.5,0.01,0.1,4.0,2000,1,23,False,True
1575,2000-01-25,26.0,12.0,19.0,0.0,0.0,2.0,2000,1,25,False,True
1576,2000-01-26,24.0,15.0,19.5,0.03,0.5,3.0,2000,1,26,False,True
1578,2000-01-28,40.0,11.0,25.5,0.0025,0.2,3.0,2000,1,28,False,True
1579,2000-01-29,32.0,8.0,20.0,0.0,0.0,2.0,2000,1,29,False,True
1581,2000-01-31,32.0,21.0,26.5,0.23,3.0,4.0,2000,1,31,False,True
1583,2000-02-02,36.0,11.0,23.5,0.07,1.5,5.0,2000,2,2,False,True
1584,2001-01-01,,,,0.0025,0.5,4.0,2001,1,1,False,True
1585,2001-01-02,,,,0.02,0.5,5.0,2001,1,2,False,True
1586,2001-01-03,,,,0.0025,0.2,5.0,2001,1,3,False,True
1587,2001-01-04,,,,0.02,0.5,5.0,2001,1,4,False,True
1588,2001-01-05,,,,0.12,2.0,7.0,2001,1,5,False,True
1589,2001-01-06,,,,0.19,3.5,8.0,2001,1,6,False,True
1590,2001-01-07,,,,0.0,0.0,8.0,2001,1,7,False,True
1591,2001-01-08,,,,0.0,0.0,7.0,2001,1,8,False,True
1592,2001-01-09,,,,0.06,1.0,6.0,2001,1,9,False,True
1593,2001-01-10,,,,0.0025,0.0025,5.0,2001,1,10,False,True
1594,2001-01-11,,,,0.0,0.0,4.0,2001,1,11,False,True
1595,2001-01-12,,,,0.0,0.0,4.0,2001,1,12,False,True
1596,2001-01-13,,,,0.0,0.0,4.0,2001,1,13,False,True
1597,2001-01-14,,,,0.0,0.0,3.0,2001,1,14,False,True
1598,2001-01-15,,,,0.02,0.0,3.0,2001,1,15,False,True
1599,2001-01-16,,,,0.02,0.0025,2.0,2001,1,16,False,True
1600,2001-01-17,,,,0.0025,0.0025,2.0,2001,1,17,False,True
1601,2001-01-18,,,,0.0025,0.0025,1.0,2001,1,18,False,True
1602,2001-01-19,,,,0.06,0.0,1.0,2001,1,19,False,True
1603,2001-01-20,,,,0.0025,0.0025,1.0,2001,1,20,False,True
1604,2001-01-21,,,,0.55,5.5,6.0,2001,1,21,False,True
1605,2001-01-22,,,,0.0025,0.0025,4.0,2001,1,22,False,True
1607,2001-01-24,,,,0.0,0.0,3.0,2001,1,24,False,True
